East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1.71E+13
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1.15E+13
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2.70E+13
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,3.49E+12
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2.29E+13
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1.08E+11
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,3.03E+11
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1.34E+13
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1.39E+12
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,31045591753
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,95912590628
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1.57E+13
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1.66E+12
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2.69E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,5496264766
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2.73E+12
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,3126293220
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,408057100
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,16874405840
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2.88E+12
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,17477255562
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,68337537816
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,13513809258
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1812529105
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1439638443
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,11417278045
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2.05E+11
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1212694407
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2982247279
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,77020015201
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,6364000000
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,5173760192
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,5.50E+13
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,3.63E+11
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,24915522849
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,7.90E+11
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,62246206341
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,14785839383
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1.64E+11
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,3.12E+13
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3.34E+13
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2.24E+12
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,9.98E+11
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1.12E+12
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1.24E+12
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,7315388052
India,IND,GDP (current US$),NY.GDP.MKTP.CD,2.87E+12
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,3.99E+11
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2.58E+11
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2.35E+11
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,24857740445
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,3.98E+11
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2.01E+12
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,15830768550
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,44502895915
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,5.15E+12
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1.82E+11
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1.01E+11
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,8871026074
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,27089389787
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,188391770.6
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1164814815
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1.65E+12
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1.36E+11
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,4.85E+12
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,18897252233
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,51953744507
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,3319596500
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,52091152228
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2118791556
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,5.63E+12
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1.11E+12
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,4.48E+11
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,6684443550
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,83990946939
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,7.74E+12
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,3.22E+13
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2366213069
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,2.30E+13
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,54697379017
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,70195715496
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,34308783825
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,55204758070
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1.20E+11
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,7383745662
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,11970233940
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,14104664515
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,5607762625
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,3.41E+12
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1.27E+12
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,239462200
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,3.18E+13
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,12606338449
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,17280251194
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,15215714309
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,68697761477
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1.34E+12
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,5542674317
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,14206359007
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1182000000
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,15384701798
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,7889662452
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,14045808843
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,11025357838
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,3.65E+11
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2.32E+13
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,12496781720
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,9438127994
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,12916455161
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4.48E+11
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,12611218627
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,9.10E+11
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,4.05E+11
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,34186180695
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,118724073.8
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2.13E+11
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,5.40E+13
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,88060858257
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,4.33E+11
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2.79E+11
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,66984427150
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2.28E+11
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,3.77E+11
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,274200000
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,24751344552
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,5.97E+11
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1.41E+12
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1.05E+11
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2.40E+11
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,37906944075
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,17133500000
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,10641343380
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,5.10E+13
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1.76E+11
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2.50E+11
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1.69E+12
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,10355974217
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,3.60E+12
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,7.93E+11
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,26155799325
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,23306213742
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,3.74E+11
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1570093229
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,4076578543
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,26896660000
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1616369646
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,6476674592
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,51514222382
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1.80E+12
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1.80E+12
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,5.20E+11
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,427425039.7
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,3984483762
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1.05E+11
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,54178877606
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,5.34E+11
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,4495679481
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1582841059
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,22777882165
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1197415000
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,11314951343
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1.71E+13
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,4.15E+12
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,7220395248
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,5.44E+11
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,8300784857
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,45231428571
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,5.38E+12
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2047931700
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1.33E+12
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,512350059.4
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,3.60E+12
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1.80E+12
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,23208326548
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,41804581484
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,7.61E+11
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,47271463.33
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,61136873692
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,35353060634
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1.54E+11
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2.40E+13
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,61231149881
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2.14E+13
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,59907674027
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,825040740.7
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,4068000000
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,2.62E+11
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,934521604.6
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,8.76E+13
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,852007112.7
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,7899879086
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,3.88E+11
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,23308667781
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,19284289739
